EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country,MultiShowDay
4296,2016-08-11,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA,True
4297,2016-08-11,WWE,WWE Live,WWE Live,Non-Televised,"Melbourne, Victoria, Australia",Melbourne,Victoria,Australia,True
4298,2016-08-12,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA,True
4299,2016-08-12,WWE,WWE Live,WWE Live,Non-Televised,"Adelaide, South Australia, Australia",Adelaide,South Australia,Australia,True
4300,2016-08-13,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA,True
4301,2016-08-13,WWE,WWE Live SummerSlam Heatwave Tour,WWE Live SummerSlam Heatwave Tour 2016,Non-Televised,"Hidalgo, Texas, USA",Hidalgo,Texas,USA,True
4302,2016-08-13,WWE,WWE Live,WWE Live,Non-Televised,"Sydney, New South Wales, Australia",Sydney,New South Wales,Australia,True
4303,2016-08-14,WWE,WWE Live SummerSlam Heatwave Tour,WWE Live SummerSlam Heatwave Tour 2016,Non-Televised,"Laredo, Texas, USA",Laredo,Texas,USA,False
4304,2016-08-15,WWE,WWE Superstars,WWE Superstars #384,Televised,"Corpus Christi, Texas, USA",Corpus Christi,Texas,USA,True
4305,2016-08-15,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1212,Televised,"Corpus Christi, Texas, USA",Corpus Christi,Texas,USA,True
4306,2016-08-16,WWE,WWE SmackDown Live,WWE SmackDown Live #887,Televised,"Austin, Texas, USA",Austin,Texas,USA,True
4307,2016-08-16,WWE,WWE Main Event,WWE Main Event #203,Televised,"Austin, Texas, USA",Austin,Texas,USA,True
4308,2016-08-20,WWE,WWE NXT TakeOver: Brooklyn II,WWE NXT TakeOver: Brooklyn II,PLE/PPV,"New York City, New York, USA",New York City,New York,USA,True
4309,2016-08-20,WWE,WWE NXT,WWE NXT #331,Televised,"New York City, New York, USA",New York City,New York,USA,True
4310,2016-08-21,WWE,WWE SummerSlam,WWE SummerSlam 2016 Kickoff,Televised,"New York City, New York, USA",New York City,New York,USA,True
4311,2016-08-21,WWE,WWE SummerSlam,WWE SummerSlam 2016,PLE/PPV,"New York City, New York, USA",New York City,New York,USA,True
4312,2016-08-22,WWE,WWE Superstars,WWE Superstars #385,Televised,"New York City, New York, USA",New York City,New York,USA,True
4313,2016-08-22,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1213,Televised,"New York City, New York, USA",New York City,New York,USA,True
4314,2016-08-23,WWE,WWE SmackDown Live,WWE SmackDown Live #888,Televised,"Uncasville, Connecticut, USA",Uncasville,Connecticut,USA,True
4315,2016-08-23,WWE,WWE Main Event,WWE Main Event #204,Televised,"Uncasville, Connecticut, USA",Uncasville,Connecticut,USA,True
4316,2016-08-25,WWE,WWE NXT,WWE NXT #334,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4317,2016-08-25,WWE,WWE NXT,WWE NXT #333,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4318,2016-08-25,WWE,WWE NXT,WWE NXT #332,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4319,2016-08-26,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Citrus Springs, Florida, USA",Citrus Springs,Florida,USA,True
4320,2016-08-26,WWE,WWE Live,WWE Live,Non-Televised,"Abilene, Texas, USA",Abilene,Texas,USA,True
4321,2016-08-26,WWE,WWE Cruiserweight Classic,WWE Cruiserweight Classic #9,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4322,2016-08-26,WWE,WWE Cruiserweight Classic,WWE Cruiserweight Classic #8,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4323,2016-08-27,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
4324,2016-08-27,WWE,WWE Live,WWE Live,Non-Televised,"San Angelo, Texas, USA",San Angelo,Texas,USA,True
4325,2016-08-27,WWE,WWE Live,WWE Live,Non-Televised,"Heroica Puebla de Zaragoza, Puebla, Mexiko",Heroica Puebla de Zaragoza,Puebla,Mexiko,True
4326,2016-08-28,WWE,WWE Live,WWE Live,Non-Televised,"Leon de los Aldamas, Guanajuato, Mexiko",Leon de los Aldamas,Guanajuato,Mexiko,True
4327,2016-08-28,WWE,WWE Live,WWE Live,Non-Televised,"San Antonio, Texas, USA",San Antonio,Texas,USA,True
4328,2016-08-29,WWE,WWE Superstars,WWE Superstars #386,Televised,"Houston, Texas, USA",Houston,Texas,USA,True
4329,2016-08-29,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1214,Televised,"Houston, Texas, USA",Houston,Texas,USA,True
4330,2016-08-29,WWE,WWE Live,WWE Live,Non-Televised,"Texarkana, Arkansas, USA",Texarkana,Arkansas,USA,True
4331,2016-08-30,WWE,WWE SmackDown Live,WWE SmackDown Live #889,Televised,"Dallas, Texas, USA",Dallas,Texas,USA,True
4332,2016-08-30,WWE,WWE Main Event,WWE Main Event #205,Televised,"Dallas, Texas, USA",Dallas,Texas,USA,True
4333,2016-09-05,WWE,WWE Superstars,WWE Superstars #387,Televised,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,True
4334,2016-09-05,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1215,Televised,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,True
4335,2016-09-06,WWE,WWE SmackDown Live,WWE SmackDown Live #890,Televised,"Lincoln, Nebraska, USA",Lincoln,Nebraska,USA,True
4336,2016-09-06,WWE,WWE Main Event,WWE Main Event #206,Televised,"Lincoln, Nebraska, USA",Lincoln,Nebraska,USA,True
4337,2016-09-07,WWE,WWE Live,WWE Live,Non-Televised,"London, England, UK",London,England,UK,False
4338,2016-09-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Largo, Florida, USA",Largo,Florida,USA,True
4339,2016-09-08,WWE,WWE Live,WWE Live,Non-Televised,"Manila, Philippinen",Manila,Philippinen,Philippines,True
4340,2016-09-09,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Gainesville, Florida, USA",Gainesville,Florida,USA,False
4341,2016-09-10,WWE,WWE Live,WWE Live,Non-Televised,"Raleigh, North Carolina, USA",Raleigh,North Carolina,USA,True
4342,2016-09-10,WWE,WWE Live,WWE Live,Non-Televised,"Shanghai, China",Shanghai,China,China,True
4343,2016-09-11,WWE,WWE Backlash,WWE Backlash 2016 Kickoff,Televised,"Richmond, Virginia, USA",Richmond,Virginia,USA,True
4344,2016-09-11,WWE,WWE Backlash,WWE Backlash 2016,PLE/PPV,"Richmond, Virginia, USA",Richmond,Virginia,USA,True
4345,2016-09-12,WWE,WWE Superstars,WWE Superstars #388,Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA,True
4346,2016-09-12,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1216,Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA,True
4347,2016-09-12,WWE,WWE Live,WWE Live,Non-Televised,"Fairfax, Virginia, USA",Fairfax,Virginia,USA,True
4348,2016-09-13,WWE,WWE SmackDown Live,WWE SmackDown Live #891,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
4349,2016-09-13,WWE,WWE Main Event,WWE Main Event #207,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
4350,2016-09-14,WWE,WWE Cruiserweight Classic,WWE Cruiserweight Classic #10,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,False
4351,2016-09-15,WWE,WWE NXT,WWE NXT #338,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4352,2016-09-15,WWE,WWE NXT,WWE NXT #337,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4353,2016-09-15,WWE,WWE NXT,WWE NXT #336,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4354,2016-09-15,WWE,WWE NXT,WWE NXT #335,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4355,2016-09-16,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Des Moines, Iowa, USA",Des Moines,Iowa,USA,True
4356,2016-09-16,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Cocoa, Florida, USA",Cocoa,Florida,USA,True
4357,2016-09-16,WWE,WWE Live,WWE Live,Non-Televised,"Louisville, Kentucky, USA",Louisville,Kentucky,USA,True
4358,2016-09-17,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Omaha, Nebraska, USA",Omaha,Nebraska,USA,True
4359,2016-09-17,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA,True
4360,2016-09-17,WWE,WWE Live,WWE Live,Non-Televised,"Springfield, Missouri, USA",Springfield,Missouri,USA,True
4361,2016-09-17,WWE,WWE Live,WWE Live,Non-Televised,"Evansville, Indiana, USA",Evansville,Indiana,USA,True
4362,2016-09-18,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Paul, Minnesota, USA",St. Paul,Minnesota,USA,True
4363,2016-09-18,WWE,WWE Live,WWE Live,Non-Televised,"North Little Rock, Arkansas, USA",North Little Rock,Arkansas,USA,True
4364,2016-09-18,WWE,WWE Live,WWE Live,Non-Televised,"Huntsville, Alabama, USA",Huntsville,Alabama,USA,True
4365,2016-09-19,WWE,WWE Superstars,WWE Superstars #389,Televised,"Memphis, Tennessee, USA",Memphis,Tennessee,USA,True
4366,2016-09-19,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1217,Televised,"Memphis, Tennessee, USA",Memphis,Tennessee,USA,True
4367,2016-09-19,WWE,WWE Live,WWE Live,Non-Televised,"Tupelo, Mississippi, USA",Tupelo,Mississippi,USA,True
4368,2016-09-20,WWE,WWE SmackDown Live,WWE SmackDown Live #892,Televised,"Birmingham, Alabama, USA",Birmingham,Alabama,USA,True
4369,2016-09-20,WWE,WWE Main Event,WWE Main Event #208,Televised,"Birmingham, Alabama, USA",Birmingham,Alabama,USA,True
4370,2016-09-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA,False
4371,2016-09-23,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
4372,2016-09-23,WWE,WWE Live,WWE Live,Non-Televised,"Moline, Illinois, USA",Moline,Illinois,USA,True
4373,2016-09-24,WWE,WWE Live,WWE Live,Non-Televised,"Hershey, Pennsylvania, USA",Hershey,Pennsylvania,USA,True
4374,2016-09-24,WWE,WWE Live,WWE Live,Non-Televised,"Rosemont, Illinois, USA",Rosemont,Illinois,USA,True
4375,2016-09-25,WWE,WWE Live,WWE Live,Non-Televised,"State College, Pennsylvania, USA",State College,Pennsylvania,USA,True
4376,2016-09-25,WWE,WWE Clash Of Champions,WWE Clash Of Champions 2016 Kickoff,Televised,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,True
4377,2016-09-25,WWE,WWE Clash Of Champions,WWE Clash Of Champions 2016,PLE/PPV,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,True
4378,2016-09-26,WWE,WWE Superstars,WWE Superstars #390,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA,True
4379,2016-09-26,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1218,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA,True
4380,2016-09-26,WWE,WWE Live,WWE Live,Non-Televised,"Wheeling, West Virginia, USA",Wheeling,West Virginia,USA,True
4381,2016-09-27,WWE,WWE SmackDown Live,WWE SmackDown Live #893,Televised,"Cleveland, Ohio, USA",Cleveland,Ohio,USA,True
4382,2016-09-27,WWE,WWE Main Event,WWE Main Event #209,Televised,"Cleveland, Ohio, USA",Cleveland,Ohio,USA,True
4383,2016-09-29,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Lakeland, Florida, USA",Lakeland,Florida,USA,False
4384,2016-09-30,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Orlando, Florida, USA",Orlando,Florida,USA,False
4385,2016-10-01,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Largo, Florida, USA",Largo,Florida,USA,True
4386,2016-10-01,WWE,WWE Live,WWE Live,Non-Televised,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,True
4387,2016-10-02,WWE,WWE Live,WWE Live,Non-Televised,"Ontario, California, USA",Ontario,California,USA,False
4388,2016-10-03,WWE,WWE Superstars,WWE Superstars #391,Televised,"Los Angeles, California, USA",Los Angeles,California,USA,True
4389,2016-10-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1219,Televised,"Los Angeles, California, USA",Los Angeles,California,USA,True
4390,2016-10-03,WWE,WWE Live,WWE Live,Non-Televised,"Palm Springs, California, USA",Palm Springs,California,USA,True
4391,2016-10-04,WWE,WWE SmackDown Live,WWE SmackDown Live #894,Televised,"San Diego, California, USA",San Diego,California,USA,True
4392,2016-10-04,WWE,WWE Main Event,WWE Main Event #210,Televised,"San Diego, California, USA",San Diego,California,USA,True
4393,2016-10-05,WWE,WWE Live,WWE Live,Non-Televised,"Santiago de Chile, Chile",Santiago de Chile,Chile,Chile,False
4394,2016-10-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA,True
4395,2016-10-06,WWE,WWE Live,WWE Live,Non-Televised,"Santiago de Chile, Chile",Santiago de Chile,Chile,Chile,True
4396,2016-10-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Richmond, Virginia, USA",Richmond,Virginia,USA,True
4397,2016-10-07,WWE,WWE Live,WWE Live,Non-Televised,"Lima, Peru",Lima,Peru,Peru,True
4398,2016-10-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Bel Air, Maryland, USA",Bel Air,Maryland,USA,True
4399,2016-10-08,WWE,WWE Live,WWE Live,Non-Televised,"Portland, Oregon, USA",Portland,Oregon,USA,True
4400,2016-10-08,WWE,WWE Live,WWE Live,Non-Televised,"Quito, Ecuador",Quito,Ecuador,Ecuador,True
4401,2016-10-09,WWE,WWE No Mercy,WWE No Mercy 2016 Kickoff,Televised,"Sacramento, California, USA",Sacramento,California,USA,True
4402,2016-10-09,WWE,WWE No Mercy,WWE No Mercy 2016,PLE/PPV,"Sacramento, California, USA",Sacramento,California,USA,True
4403,2016-10-10,WWE,WWE Superstars,WWE Superstars #392,Televised,"Oakland, California, USA",Oakland,California,USA,True
4404,2016-10-10,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1220,Televised,"Oakland, California, USA",Oakland,California,USA,True
4405,2016-10-10,WWE,WWE Live,WWE Live,Non-Televised,"Reno, Nevada, USA",Reno,Nevada,USA,True
4406,2016-10-11,WWE,WWE SmackDown Live,WWE SmackDown Live #895,Televised,"San Jose, California, USA",San Jose,California,USA,True
4407,2016-10-11,WWE,WWE Main Event,WWE Main Event #211,Televised,"San Jose, California, USA",San Jose,California,USA,True
4408,2016-10-13,WWE,WWE NXT,WWE NXT #343,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4409,2016-10-13,WWE,WWE NXT,WWE NXT #342,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4410,2016-10-13,WWE,WWE NXT,WWE NXT #341,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4411,2016-10-13,WWE,WWE NXT,WWE NXT #340,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4412,2016-10-13,WWE,WWE NXT,WWE NXT #339,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA,True
4413,2016-10-14,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA,True
4414,2016-10-14,WWE,WWE Live,WWE Live,Non-Televised,"Edmonton, Alberta, Canada",Edmonton,Alberta,Canada,True
4415,2016-10-15,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Winter Haven, Florida, USA",Winter Haven,Florida,USA,True
4416,2016-10-15,WWE,WWE Live,WWE Live,Non-Televised,"Calgary, Alberta, Canada",Calgary,Alberta,Canada,True
4417,2016-10-15,WWE,WWE Live,WWE Live,Non-Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,True
4418,2016-10-16,WWE,WWE Live,WWE Live,Non-Televised,"Nampa, Idaho, USA",Nampa,Idaho,USA,True
4419,2016-10-16,WWE,WWE Live,WWE Live,Non-Televised,"Colorado Springs, Colorado, USA",Colorado Springs,Colorado,USA,True
4420,2016-10-17,WWE,WWE Superstars,WWE Superstars #393,Televised,"Denver, Colorado, USA",Denver,Colorado,USA,True
4421,2016-10-17,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1221,Televised,"Denver, Colorado, USA",Denver,Colorado,USA,True
4422,2016-10-17,WWE,WWE Live,WWE Live,Non-Televised,"Laramie, Wyoming, USA",Laramie,Wyoming,USA,True
4423,2016-10-18,WWE,WWE SmackDown Live,WWE SmackDown Live #896,Televised,"Denver, Colorado, USA",Denver,Colorado,USA,True
4424,2016-10-18,WWE,WWE Main Event,WWE Main Event #212,Televised,"Denver, Colorado, USA",Denver,Colorado,USA,True
4425,2016-10-20,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Lakeland, Florida, USA",Lakeland,Florida,USA,False
4426,2016-10-21,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA,True
4427,2016-10-21,WWE,WWE Live,WWE Live,Non-Televised,"Hammond, Indiana, USA",Hammond,Indiana,USA,True
4428,2016-10-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Ocala, Florida, USA",Ocala,Florida,USA,True
4429,2016-10-22,WWE,WWE Live,WWE Live,Non-Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA,True
4430,2016-10-22,WWE,WWE Live,WWE Live,Non-Televised,"Sioux City, Iowa, USA",Sioux City,Iowa,USA,True
4431,2016-10-23,WWE,WWE Live,WWE Live,Non-Televised,"Des Moines, Iowa, USA",Des Moines,Iowa,USA,True
4432,2016-10-23,WWE,WWE Live,WWE Live,Non-Televised,"Rochester, Minnesota, USA",Rochester,Minnesota,USA,True
4433,2016-10-24,WWE,WWE Superstars,WWE Superstars #394,Televised,"Minneapolis, Minnesota",Minneapolis,Minnesota,USA,True
4434,2016-10-24,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1222,Televised,"Minneapolis, Minnesota",Minneapolis,Minnesota,USA,True
4435,2016-10-24,WWE,WWE Live,WWE Live,Non-Televised,"Dubuque, Iowa, USA",Dubuque,Iowa,USA,True
4436,2016-10-25,WWE,WWE SmackDown Live,WWE SmackDown Live #897,Televised,"Green Bay, Wisconsin, USA",Green Bay,Wisconsin,USA,True
4437,2016-10-25,WWE,WWE Main Event,WWE Main Event #213,Televised,"Green Bay, Wisconsin, USA",Green Bay,Wisconsin,USA,True
4438,2016-10-26,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fresno, California, USA",Fresno,California,USA,False
4439,2016-10-27,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Citrus Springs, Florida, USA",Citrus Springs,Florida,USA,True
4440,2016-10-27,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Sacramento, California, USA",Sacramento,California,USA,True
4441,2016-10-28,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
4442,2016-10-28,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"San Jose, California, USA",San Jose,California,USA,True
4443,2016-10-29,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Crystal River, Florida, USA",Crystal River,Florida,USA,True
4444,2016-10-29,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Bakersfield, California, USA",Bakersfield,California,USA,True
4445,2016-10-30,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Los Angeles, California, USA",Los Angeles,California,USA,True
4446,2016-10-30,WWE,WWE Live,WWE Live,Non-Televised,"Allentown, Pennsylvania, USA",Allentown,Pennsylvania,USA,True
4447,2016-10-30,WWE,WWE Hell In A Cell,WWE Hell In A Cell 2016 Kickoff,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
4448,2016-10-30,WWE,WWE Hell In A Cell,WWE Hell In A Cell 2016,PLE/PPV,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
4449,2016-10-31,WWE,WWE Superstars,WWE Superstars #395,Televised,"Hartford, Connecticut, USA",Hartford,Connecticut,USA,True
4450,2016-10-31,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1223,Televised,"Hartford, Connecticut, USA",Hartford,Connecticut,USA,True
4451,2016-10-31,WWE,WWE Live,WWE Live,Non-Televised,"Trenton, New Jersey, USA",Trenton,New Jersey,USA,True
4452,2016-11-01,WWE,WWE SmackDown Live,WWE SmackDown Live #898,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
4453,2016-11-01,WWE,WWE Main Event,WWE Main Event #214,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
4454,2016-11-02,WWE,WWE Live,WWE Live,Non-Televised,"Frankfurt am Main, Hessen, Deutschland",Frankfurt am Main,Hessen,Deutschland,False
4455,2016-11-03,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA,True
4456,2016-11-03,WWE,WWE Live,WWE Live,Non-Televised,"München, Bayern, Deutschland",München,Bayern,Deutschland,True
4457,2016-11-03,WWE,WWE Live,WWE Live,Non-Televised,"Riyadh, Saudi-Arabien",Riyadh,Saudi-Arabien,Saudi Arabia,True
4458,2016-11-04,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA,True
4459,2016-11-04,WWE,WWE Live,WWE Live,Non-Televised,"London, England, UK",London,England,UK,True
4460,2016-11-04,WWE,WWE Live,WWE Live,Non-Televised,"Riyadh, Saudi-Arabien",Riyadh,Saudi-Arabien,Saudi Arabia,True
4461,2016-11-05,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Gainesville, Florida, USA",Gainesville,Florida,USA,True
4462,2016-11-05,WWE,WWE Live,WWE Live,Non-Televised,"Manchester, England, UK",Manchester,England,UK,True
4463,2016-11-05,WWE,WWE Live,WWE Live,Non-Televised,"Minehead, Somerset, England, UK",Minehead,Somerset,England,True
4464,2016-11-06,WWE,WWE Live,WWE Live,Non-Televised,"Leeds, West Yorkshire, England, UK",Leeds,West Yorkshire,England,True
4465,2016-11-06,WWE,WWE Live,WWE Live,Non-Televised,"Newcastle Upon Tyne, Tyne And Wear, England, UK",Newcastle Upon Tyne,Tyne And Wear,England,True
4466,2016-11-07,WWE,WWE Superstars,WWE Superstars #396,Televised,"Glasgow, Scotland, UK",Glasgow,Scotland,UK,True
4467,2016-11-07,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1224,Televised,"Glasgow, Scotland, UK",Glasgow,Scotland,UK,True
4468,2016-11-07,WWE,WWE Live,WWE Live,Non-Televised,"Aberdeen, Scotland, UK",Aberdeen,Scotland,UK,True
4469,2016-11-08,WWE,WWE SmackDown Live,WWE SmackDown Live #899,Televised,"Glasgow, Scotland, UK",Glasgow,Scotland,UK,True
4470,2016-11-08,WWE,WWE Main Event,WWE Main Event #215,Televised,"Glasgow, Scotland, UK",Glasgow,Scotland,UK,True
4471,2016-11-08,WWE,WWE Live,WWE Live,Non-Televised,"Oberhausen, Nordrhein-Westfalen, Deutschland",Oberhausen,Nordrhein-Westfalen,Deutschland,True
4472,2016-11-09,WWE,WWE Live,WWE Live,Non-Televised,"Birmingham, West Midlands, England, UK",Birmingham,West Midlands,England,True
4473,2016-11-09,WWE,WWE Live,WWE Live,Non-Televised,"Berlin, Deutschland",Berlin,Deutschland,Germany,True
4474,2016-11-10,WWE,WWE Live,WWE Live,Non-Televised,"Wien, Österreich",Wien,Österreich,Austria,True
4475,2016-11-10,WWE,WWE Live,WWE Live,Non-Televised,"Cardiff, Wales, UK",Cardiff,Wales,UK,True
4476,2016-11-11,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Augustine, Florida, USA",St. Augustine,Florida,USA,True
4477,2016-11-11,WWE,WWE Live,WWE Live,Non-Televised,"Lyon, Frankreich",Lyon,Frankreich,France,True
4478,2016-11-11,WWE,WWE Live,WWE Live,Non-Televised,"Barcelona, Spanien",Barcelona,Spanien,Spain,True
4479,2016-11-12,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Cocoa, Florida, USA",Cocoa,Florida,USA,True
4480,2016-11-12,WWE,WWE Live,WWE Live,Non-Televised,"Madrid, Spanien",Madrid,Spanien,Spain,True
4481,2016-11-12,WWE,WWE Live,WWE Live,Non-Televised,"Strasbourg, Frankreich",Strasbourg,Frankreich,France,True
4482,2016-11-13,WWE,WWE Live,WWE Live,Non-Televised,"Bilbao, Spanien",Bilbao,Spanien,Spain,False
4483,2016-11-14,WWE,WWE Superstars,WWE Superstars #397,Televised,"Buffalo, New York, USA",Buffalo,New York,USA,True
4484,2016-11-14,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1225,Televised,"Buffalo, New York, USA",Buffalo,New York,USA,True
4485,2016-11-15,WWE,WWE SmackDown Live,WWE SmackDown Live #900,Televised,"Wilkes-Barre, Pennsylvania, USA",Wilkes-Barre,Pennsylvania,USA,True
4486,2016-11-15,WWE,WWE Main Event,WWE Main Event #216,Televised,"Wilkes-Barre, Pennsylvania, USA",Wilkes-Barre,Pennsylvania,USA,True
4487,2016-11-16,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"New York City, New York, USA",New York City,New York,USA,False
4488,2016-11-17,WWE,WWE WrestleMania,WWE WrestleMania 33 On-Sale Party,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA,True
4489,2016-11-17,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
4490,2016-11-18,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA,False
4491,2016-11-19,WWE,WWE NXT TakeOver: Toronto,WWE NXT TakeOver: Toronto 2016,PLE/PPV,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,True
4492,2016-11-19,WWE,WWE NXT,WWE NXT #344,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,True
4493,2016-11-20,WWE,WWE Survivor Series,WWE Survivor Series 2016 Kickoff,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,True
4494,2016-11-20,WWE,WWE Survivor Series,WWE Survivor Series 2016,PLE/PPV,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,True
4495,2016-11-21,WWE,WWE Superstars,WWE Superstars #398,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,True
4496,2016-11-21,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1226,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,True
4497,2016-11-21,WWE,WWE Live,WWE Live,Non-Televised,"Kingston, Ontario, Canada",Kingston,Ontario,Canada,True
4498,2016-11-22,WWE,WWE SmackDown Live,WWE SmackDown Live #901,Televised,"Ottawa, Ontario, Canada",Ottawa,Ontario,Canada,True
4499,2016-11-22,WWE,WWE NXT,WWE NXT #345,Televised,"Ottawa, Ontario, Canada",Ottawa,Ontario,Canada,True
